key_algorithm_oid,test_result
1.3.6.1.4.1.2.267.12.4.4,Y
1.3.6.1.4.1.2.267.12.6.5,Y
1.3.6.1.4.1.2.267.12.8.7,Y
1.3.9999.6.7.13,N
1.3.9999.6.8.10,Y
1.3.9999.6.9.10,N
