key_algorithm_oid,test_result
1.3.6.1.4.1.2.267.7.4.4,N
1.3.6.1.4.1.2.267.7.6.5,N
1.3.6.1.4.1.2.267.7.8.7,N
1.3.9999.3.6,Y
1.3.9999.3.9,Y
1.3.9999.6.4.10,Y
1.3.9999.6.4.4,Y
1.3.9999.6.5.3,Y
1.3.9999.6.5.7,Y
1.3.9999.6.6.3,Y
1.3.9999.6.6.7,Y
