key_algorithm_oid,type,test_result
2.16.840.1.101.3.4.3.33,both,N
2.16.840.1.101.3.4.3.33,cert,N
2.16.840.1.101.3.4.3.33,expandedkey,N
2.16.840.1.101.3.4.3.33,seed,N
2.16.840.1.101.3.4.3.34,both,N
2.16.840.1.101.3.4.3.34,cert,N
2.16.840.1.101.3.4.3.34,expandedkey,N
2.16.840.1.101.3.4.3.34,seed,N
2.16.840.1.101.3.4.3.35,cert,Y
2.16.840.1.101.3.4.3.35,consistent,Y
2.16.840.1.101.3.4.3.35,priv,Y
2.16.840.1.101.3.4.3.36,cert,Y
2.16.840.1.101.3.4.3.36,consistent,Y
2.16.840.1.101.3.4.3.36,priv,Y
2.16.840.1.101.3.4.3.37,cert,Y
2.16.840.1.101.3.4.3.37,consistent,Y
2.16.840.1.101.3.4.3.37,priv,Y
2.16.840.1.101.3.4.3.38,cert,Y
2.16.840.1.101.3.4.3.38,consistent,Y
2.16.840.1.101.3.4.3.38,priv,Y
2.16.840.1.101.3.4.3.39,cert,Y
2.16.840.1.101.3.4.3.39,consistent,Y
2.16.840.1.101.3.4.3.39,priv,Y
2.16.840.1.101.3.4.3.40,cert,Y
2.16.840.1.101.3.4.3.40,consistent,Y
2.16.840.1.101.3.4.3.40,priv,Y
2.16.840.1.101.3.4.3.41,cert,Y
2.16.840.1.101.3.4.3.41,consistent,Y
2.16.840.1.101.3.4.3.41,priv,Y
2.16.840.1.101.3.4.3.42,cert,Y
2.16.840.1.101.3.4.3.42,consistent,Y
2.16.840.1.101.3.4.3.42,priv,Y
2.16.840.1.101.3.4.3.43,cert,Y
2.16.840.1.101.3.4.3.43,consistent,Y
2.16.840.1.101.3.4.3.43,priv,Y
2.16.840.1.101.3.4.3.44,cert,Y
2.16.840.1.101.3.4.3.44,consistent,Y
2.16.840.1.101.3.4.3.44,priv,Y
2.16.840.1.101.3.4.3.45,cert,Y
2.16.840.1.101.3.4.3.45,consistent,Y
2.16.840.1.101.3.4.3.45,priv,Y
2.16.840.1.101.3.4.3.46,cert,Y
2.16.840.1.101.3.4.3.46,consistent,Y
2.16.840.1.101.3.4.3.46,priv,Y
2.16.840.1.101.3.4.4.1,both,Y
2.16.840.1.101.3.4.4.1,expandedkey,Y
2.16.840.1.101.3.4.4.1,seed,Y
2.16.840.1.101.3.4.4.2,both,Y
2.16.840.1.101.3.4.4.2,expandedkey,Y
2.16.840.1.101.3.4.4.2,seed,Y
2.16.840.1.101.3.4.4.3,both,Y
2.16.840.1.101.3.4.4.3,expandedkey,Y
2.16.840.1.101.3.4.4.3,seed,Y
2.16.840.1.114027.80.8.1.21,cert,N
2.16.840.1.114027.80.8.1.21,priv,N
2.16.840.1.114027.80.8.1.22,cert,N
2.16.840.1.114027.80.8.1.22,priv,N
2.16.840.1.114027.80.8.1.23,cert,N
2.16.840.1.114027.80.8.1.23,priv,N
2.16.840.1.114027.80.8.1.24,cert,N
2.16.840.1.114027.80.8.1.24,priv,N
2.16.840.1.114027.80.8.1.26,cert,N
2.16.840.1.114027.80.8.1.26,priv,N
2.16.840.1.114027.80.8.1.27,cert,N
2.16.840.1.114027.80.8.1.27,priv,N
2.16.840.1.114027.80.8.1.28,cert,N
2.16.840.1.114027.80.8.1.28,priv,N
2.16.840.1.114027.80.8.1.29,cert,N
2.16.840.1.114027.80.8.1.29,priv,N
2.16.840.1.114027.80.8.1.30,cert,N
2.16.840.1.114027.80.8.1.30,priv,N
2.16.840.1.114027.80.8.1.31,cert,N
2.16.840.1.114027.80.8.1.31,priv,N
2.16.840.1.114027.80.8.1.32,cert,N
2.16.840.1.114027.80.8.1.32,priv,N
2.16.840.1.114027.80.8.1.33,cert,N
2.16.840.1.114027.80.8.1.33,priv,N
2.16.840.1.114027.80.8.1.34,cert,N
2.16.840.1.114027.80.8.1.34,priv,N
2.16.840.1.114027.80.8.1.35,cert,N
2.16.840.1.114027.80.8.1.35,priv,N
2.16.840.1.114027.80.8.1.40,cert,N
2.16.840.1.114027.80.8.1.40,priv,N
2.16.840.1.114027.80.8.1.41,cert,N
2.16.840.1.114027.80.8.1.41,priv,N
2.16.840.1.114027.80.8.1.42,cert,N
2.16.840.1.114027.80.8.1.42,priv,N
2.16.840.1.114027.80.8.1.43,cert,N
2.16.840.1.114027.80.8.1.43,priv,N
2.16.840.1.114027.80.8.1.44,cert,N
2.16.840.1.114027.80.8.1.44,priv,N
2.16.840.1.114027.80.8.1.45,cert,N
2.16.840.1.114027.80.8.1.45,priv,N
2.16.840.1.114027.80.8.1.46,cert,N
2.16.840.1.114027.80.8.1.46,priv,N
2.16.840.1.114027.80.8.1.47,cert,N
2.16.840.1.114027.80.8.1.47,priv,N
2.16.840.1.114027.80.8.1.48,cert,N
2.16.840.1.114027.80.8.1.48,priv,N
2.16.840.1.114027.80.8.1.49,cert,N
2.16.840.1.114027.80.8.1.49,priv,N
2.16.840.1.114027.80.8.1.50,cert,N
2.16.840.1.114027.80.8.1.50,priv,N
2.16.840.1.114027.80.8.1.51,cert,N
2.16.840.1.114027.80.8.1.51,priv,N
2.16.840.1.114027.80.8.1.52,cert,N
2.16.840.1.114027.80.8.1.52,priv,N
2.16.840.1.114027.80.8.1.53,cert,N
2.16.840.1.114027.80.8.1.53,priv,N
