key_algorithm_oid,test_result
1.3.9999.6.5.10,N
1.3.9999.6.5.12,N
1.3.9999.6.8.10,N
1.3.9999.6.9.12,N
1.3.9999.6.6.10,N
1.3.9999.6.6.12,N
1.3.9999.6.8.12,N
1.3.9999.3.9,N
1.3.9999.6.7.16,N
1.3.9999.3.6,N
1.3.9999.6.4.16,N
1.3.9999.6.9.10,N
1.3.9999.6.4.13,N
1.3.9999.6.7.13,N
