key_algorithm_oid,test_result
2.16.840.1.114027.80.8.1.6,N
2.16.840.1.114027.80.8.1.4,N
1.3.9999.6.7.16,N
1.3.9999.6.8.10,N
1.3.9999.6.9.10,N
2.16.840.1.114027.80.8.1.11,N
1.3.6.1.4.1.2.267.12.6.5,N
2.16.840.1.114027.80.8.1.7,N
1.3.9999.3.6,N
2.16.840.1.114027.80.8.1.1,N
2.16.840.1.114027.80.8.1.5,N
1.3.9999.6.6.12,N
1.3.9999.6.5.12,N
1.3.9999.6.4.16,N
1.3.9999.6.7.13,N
2.16.840.1.114027.80.8.1.12,N
2.16.840.1.114027.80.8.1.2,N
1.3.9999.6.5.10,N
1.3.9999.3.9,N
1.3.6.1.4.1.2.267.12.4.4,N
